country,iso_code,continent,year,population,gdp,gdp_per_capita,electricity_generation,renewables_share_energy,fossil_share_energy,solar_share_energy,wind_share_energy,hydro_share_energy,coal_share_energy,oil_share_energy,gas_share_energy,coal_electricity,gas_electricity,oil_electricity,solar_electricity,wind_electricity,hydro_electricity,nuclear_electricity,co2_per_capita,energy_per_gdp,clean_share_energy,decade
Algeria,DZA,Africa,2007,38212769.3113419,105538404163.66162,2761.862227355945,30.975247367718683,2.2824662756687424,97.71753372433126,0.0014183406978908,0.056853142575549,1.5569363546767117,35.48831477967566,28.484971856086123,33.74424708856948,10.992593289639206,10.452364008058607,8.823290495047724,0.0004393345396887,0.0176104015490981,0.4822648872190533,0.3590274904808686,0.1,0.2389803327987855,1.6152078379501515,2000s
Algeria,DZA,Africa,2008,38671322.543078,109474986638.9662,2830.908783039843,32.68054727431883,0.0,100.0,0.0,0.0,0.0,34.00204251388823,30.5737276856387,35.42422980047307,11.112053577985227,11.576832166506945,9.99166152982666,0.0,0.0,0.0,0.0142695533444489,0.1,0.2483656136040904,0.0,2000s
Algeria,DZA,Africa,2009,39135378.41359493,113558403640.59962,2901.6815026158392,34.12876026878082,0.4004875254374851,99.59951247456252,0.0012695104285045,0.0169852122045121,0.2675629619631279,35.01673092752365,30.800116805915845,33.782664741123014,11.95077615221858,11.52960466190382,10.511698027195491,0.0004332681707314,0.0057968423544216,0.0913159218564451,0.6256643875404282,0.1,0.2426304023085923,0.2858176845961445,2000s
Algeria,DZA,Africa,2010,39605002.95455807,117794132096.39397,2974.2235401812345,35.96405906180408,0.6777882186265991,99.3222117813734,0.0030805005024789,0.0289637745505474,0.4520207605015008,36.49050795031247,31.29426781048293,31.537436020578,13.12346783120269,11.342142117019344,11.254688958321225,0.0011078730201107,0.0104165489858866,0.1625650132783757,0.2888766823700643,0.1,0.2273766199907563,0.4840650355545271,2010s
Algeria,DZA,Africa,2011,40080262.990012765,122187853223.58945,3048.579128685765,37.6331819149885,1.7324535341883889,98.2675464658116,0.0119327391457983,0.0925405723755355,1.1395861558669385,31.940410472334708,35.598896018096205,30.728239975380696,12.020192777447756,11.564014449209235,13.39699729821774,0.0044906694301793,0.0348259619472568,0.4288625311154293,0.1737026667802349,0.1,0.2398413504125516,1.2440594673882723,2010s
Algeria,DZA,Africa,2012,40561226.145892926,126745460148.82936,3124.793606902909,38.50985607144747,3.8304277756491305,96.16957222435089,0.0294697791814114,0.2712153837386659,2.470819828910337,31.03152320048117,28.054577540067218,37.08347148380248,11.95019492128313,14.280791494708604,10.803777432132517,0.0113487695473349,0.1044446539213842,0.9515091598981554,0.657760214447565,0.1,0.2367488250118051,2.7715049918304144,2010s
Algeria,DZA,Africa,2013,41047960.85964364,131473065812.38066,3202.9134470754816,39.892685366555376,0.0,100.0,0.0,0.0,0.0,37.95115925937607,29.734885360719822,32.3139553799041,15.139736556303244,12.890904549194238,11.862044261057894,0.0,0.0,0.0,0.7119863892157008,0.1,0.2279859191126633,0.0,2010s
Algeria,DZA,Africa,2014,41540536.38995936,136377011167.18243,3282.9862832523686,40.22540746407137,2.339517943588996,97.660482056411,0.0358790116076978,0.2095106895092358,1.4658897697304434,33.8293905823921,29.28336925071492,34.54772222330398,13.60801020437941,13.89696203387956,11.77935460030866,0.0144324786132779,0.0842765285358755,0.5896601328482083,0.1073266013552827,0.1,0.2271430420417886,1.7112794708473769,2010s
Algeria,DZA,Africa,2015,42039022.82663888,141463873683.71835,3365.060940333677,44.68082477192063,3.024525452046108,96.9754745479539,0.0530145772052521,0.2713713403044043,1.890097674175516,34.06494238958983,29.354400615183508,33.556131543180555,15.220497217748346,14.993156335043691,13.115788301717735,0.0236873503446533,0.1212509530426233,0.8445112298165097,0.3630355138221385,0.1,0.2270719002059297,2.2144835916851724,2010s
Algeria,DZA,Africa,2016,42543491.10055854,146740476172.121,3449.1874638420186,43.36566663725715,1.5643867524656083,98.4356132475344,0.0346105848042415,0.1570842348443338,0.9608843529719232,36.80755831639881,31.32867072833797,30.299384202797608,15.96184303680353,13.139529946526968,13.585886909935006,0.0150091108274125,0.0681206256222799,0.4166939052793695,0.6976405002248577,0.1,0.2194095096325128,1.1525791726204986,2010s
Algeria,DZA,Africa,2017,43054012.99376524,152213895933.34113,3535.4171504380693,44.179314978040445,3.2876362550347524,96.71236374496524,0.0796349626400087,0.3246990225626491,2.0183115888824665,33.36133659115189,30.731660641782074,32.61936651203128,14.738809973489252,14.411012675191744,13.577037152915388,0.0351821809773743,0.1434498039085713,0.8916762340906775,0.5646270453802605,0.1,0.2236173222611114,2.4226455740851245,2010s
Algeria,DZA,Africa,2018,43570661.14969043,157891474251.65475,3623.802579199021,47.10303166469877,4.699643356042071,95.30035664395793,0.1342081566133691,0.5972485747740691,2.777730637258242,32.73030650580206,27.605215093494955,34.96483504466091,15.416966637380906,16.469497322596318,13.002893206597133,0.0632161105062037,0.2813221852927919,1.3083953416277887,0.0289974098550392,0.1,0.2227909016968745,3.5091873686456805,2010s
Algeria,DZA,Africa,2019,44093509.08348671,163780826241.24146,3714.397643678996,48.35031930190766,3.1760260662690287,96.82397393373095,0.0893204103015447,0.43274273569339,1.8577740441918655,34.60999795373202,28.157910240996248,34.056065739002705,16.73404452101314,16.466216526475385,13.614439510266244,0.0431867035825709,0.2092324944635644,0.8982396822747302,0.620578356839458,0.1,0.2153627331747293,2.3798371901868003,2010s
Algeria,DZA,Africa,2020,44622631.19248856,169889851060.03976,3807.2575847709695,52.3359359779221,3.446574562070662,96.55342543792932,0.1583755285099515,0.4437039551797276,1.991146554866688,35.29011199724834,29.518850492715597,31.744462947965403,18.469410421416896,16.613761804982374,15.448966695286174,0.082887315205664,0.2322166179143704,1.0420851861816312,0.8205632446189564,0.1,0.2111083485776856,2.593226038556367,2020s
Algeria,DZA,Africa,2021,45158102.766798414,176226742504.5792,3902.439024390245,50.419762415865605,4.682186993201079,95.31781300679891,0.2047247469824598,0.653730519226357,2.676612208894584,36.81340407755516,27.760228476350527,30.744180452893225,18.56123087309589,15.50114274105376,13.996641243877404,0.1032217310350382,0.3296093746339338,1.3495415165187017,0.2132347644772466,0.1,0.2016055720436867,3.535067475103401,2020s
Algeria,DZA,Africa,2022,45700000.0,182800000000.0,4000.0,54.74525294916328,1.7900797406594622,98.20992025934054,0.0912070949432024,0.2994132479676529,0.9796215784240246,35.32928929756966,31.175177906026075,31.7054530557448,19.34110879109618,17.35723047404571,17.06693000200564,0.0499315548342396,0.163914539963197,0.5362963110528183,1.015274195670251,0.1,0.2012080642440322,1.37024192133488,2020s
Angola,AGO,Africa,1990,24303767.2736856,38599168538.00929,1588.1969286219153,10.882399256356289,47.76415992466332,52.23584007533668,0.0,0.0,33.43491194726432,19.261249683149,16.154920736024103,16.819669656163576,2.096086092283935,1.830383605583929,1.758042974042035,0.0,0.0,3.638520609112472,0.1844240263227565,0.1,0.2718509080235562,33.43491194726432,1990s
Angola,AGO,Africa,1991,24595412.480969828,40038917524.47704,1627.901851837463,10.89551997236806,48.520822572544525,51.47917742745548,0.0,0.0,33.96457580078116,17.480418305437944,15.59561024063814,18.40314888137939,1.9045824677224732,2.005118761915321,1.699222828581407,0.0,0.0,3.700617139904201,0.0813205568060431,0.1,0.2760646705318338,33.96457580078116,1990s
Angola,AGO,Africa,1992,24890557.43074147,41532369148.14003,1668.5993981333995,11.869031852706945,52.328230424563486,47.671769575436514,0.0,0.0,36.62976129719444,15.536406718555744,14.211953362121164,17.923409494759603,1.844021062191483,2.127335182024118,1.6868212714420163,0.0,0.0,4.347598035934527,0.0632173871320101,0.1,0.274693233458573,36.62976129719444,1990s
Angola,AGO,Africa,1993,25189244.119910367,43081526517.36565,1710.3143830867343,11.782416953470278,52.66519504415772,47.33480495584228,0.0,0.0,36.8656365309104,16.495188157384923,14.015265114585844,16.824351683871512,1.943531845962543,1.9823152651119391,1.6513369729347682,0.0,0.0,4.34366300862272,0.1220766522232857,0.1,0.2801241180967385,36.8656365309104,1990s
Angola,AGO,Africa,1994,25491515.04934929,44688467456.46338,1753.0722426639024,12.694488234009556,51.6715667673578,48.328433232642205,0.0,0.0,36.17009673715045,17.12329128802809,15.244259472211176,15.96088247240294,2.1737141978339087,2.026152347503285,1.9351807250617348,0.0,0.0,4.591608674527438,0.1349088619042155,0.1,0.2756723784281023,36.17009673715045,1990s
Angola,AGO,Africa,1995,25797413.229941484,46355347292.58947,1796.8990487305,12.440644389270004,54.0139820066941,45.9860179933059,0.0,0.0,37.80978740468587,15.409597974389715,13.7536720478257,16.822747971090486,1.9170532858099785,2.0928582515865024,1.711045429936425,0.0,0.0,4.70378119535597,0.073111905171883,0.1,0.2638895763225851,37.80978740468587,1990s
Angola,AGO,Africa,1996,26106982.18870078,48084401746.60305,1841.8215249487623,13.918825158717562,55.17754437295357,44.82245562704643,0.0,0.0,38.6242810610675,14.638600108911325,13.56590029243997,16.617955225695134,2.037521154843206,2.313024132818474,1.8882139429106737,0.0,0.0,5.376046149701645,0.0055486469834743,0.1,0.2707444429727544,38.6242810610675,1990s
Angola,AGO,Africa,1997,26420265.974965192,49877949931.75134,1887.8670630724807,14.092074282787904,56.25648075636542,43.74351924363458,0.0,0.0,39.37953652945579,14.448451917281792,11.285072479236382,18.009994847116403,2.0360865768962437,2.5379818521819173,1.5903007966404454,0.0,0.0,5.549393539948508,0.2139936212509156,0.1,0.2593712710288514,39.37953652945579,1990s
Angola,AGO,Africa,1998,26737309.16666477,51738397464.20566,1935.063739649293,14.525085847500293,59.60172352611526,40.39827647388474,0.0,0.0,41.72120646828068,13.236739562328436,13.838767396121826,13.322769515434478,1.92264778483824,1.9351437093814567,2.010092844522576,0.0,0.0,6.060041056130614,0.1339801100159727,0.1,0.2579205320634558,41.72120646828068,1990s
Angola,AGO,Africa,1999,27058156.87666475,53668239689.62052,1983.440333140525,14.93421914758619,58.96847753994248,41.03152246005752,0.0,0.0,41.27793427795973,14.33541035029511,11.003567311178244,15.692544798584173,2.1408815974188244,2.3435590300536977,1.6432968563035155,0.0,0.0,6.164537164667105,0.1352839749657848,0.1,0.25281895398345,41.27793427795973,1990s
Angola,AGO,Africa,2000,27382854.75918473,55670065030.04336,2033.026341469038,15.2490209459541,59.2949322222677,40.7050677777323,0.0,0.0,41.50645255558739,14.507698427166812,10.729318971902703,15.468050378662788,2.2122819719345204,2.3587262421730206,1.63611609738367,0.0,0.0,6.329327644124021,0.156772467451243,0.1,0.255137915784391,41.50645255558739,2000s
Angola,AGO,Africa,2001,27711449.01629494,57746558455.66397,2083.852000005764,16.2697158418916,61.641515894509794,38.358484105490206,0.0,0.0903153177951466,43.08584040370025,13.024257261008552,9.647013639564316,15.68721320491734,2.119009646883025,2.552265011951748,1.5695417063856387,0.0,0.0146940455669717,7.009943801772952,0.278713645349473,0.1,0.2496928538838222,43.1761557214954,2000s
Angola,AGO,Africa,2002,28043986.40449048,59900505086.06024,2135.948300005908,16.158584820330624,61.81380691145294,38.18619308854706,0.0,0.2491048578452676,43.09529143752537,13.336954715404111,9.36211703247944,15.487121340663505,2.155063140137658,2.5024996380586377,1.512785621671811,0.0,0.0402518197464916,6.963589220501217,0.282087356329932,0.1,0.2430282201432669,43.344396295370636,2000s
Angola,AGO,Africa,2003,28380514.24134437,62134793925.77029,2189.3470075060554,16.91216620144996,58.279758114103245,41.72024188589676,0.0,0.4493722479615017,40.48127010629922,14.56960715879772,11.820007905852426,15.330626821246607,2.4640361775942217,2.5927410877332915,1.9990193820622872,0.0,0.075998581438441,6.846259680835203,0.3293675848860525,0.1,0.2530389360230259,40.93064235426072,2000s
Angola,AGO,Africa,2004,28721080.4122405,64452421739.2015,2244.0806826937064,18.327321893276785,60.1874653789874,39.8125346210126,0.0,0.669753969005893,41.662397986987045,14.613144064716,11.811607926677183,13.387782629619418,2.678197951468772,2.4536220169025453,2.164751405493924,0.0,0.1227479657927072,7.635601787533181,0.3449198050295776,0.1,0.2399055381365398,42.33215195599294,2000s
Angola,AGO,Africa,2005,29065733.37718739,66856497070.07373,2300.182699761049,18.89929207892317,58.42857383213217,41.57142616786783,0.0,1.1251608525833192,40.11238908568419,13.334423379191977,12.46710073531714,15.769902053358711,2.5201116214737085,2.9803998496243658,2.356193781741165,0.0,0.2126474358874236,7.580957573137555,0.3660012555188064,0.1,0.2413039005148239,41.23754993826751,2000s
Angola,AGO,Africa,2006,29414522.17771364,69350244410.78748,2357.6872672550758,19.295660015225128,57.74361013775086,42.25638986224914,0.0104813223224154,1.29584600696652,39.50609796592335,14.543460835517232,11.758760862762486,15.95416816396942,2.806256757268825,3.0784620471768243,2.2689305180820023,0.0020224403204331,0.2500420398251302,7.622962348786339,0.126099328385037,0.1,0.2412900332440045,40.812425295212286,2000s
Angola,AGO,Africa,2007,29767496.443846203,71937008527.30984,2416.629448936452,19.529295921446984,58.10288664285626,41.89711335714374,0.0393802864843807,1.4004821185729237,39.66411696645927,14.132665274857432,13.313025848462468,14.45142223382384,2.7600100231144866,2.822261012901242,2.5999402140449632,0.0076906926822483,0.2735042972630563,7.746122777008691,0.3057884534269329,0.1,0.2353586473929757,41.10397937151657,2000s
Angola,AGO,Africa,2008,30124706.401172355,74620258945.37848,2477.0451851598627,20.591338928621514,60.00973044331992,39.99026955668008,0.0940965786619758,1.773741294454066,40.69932479914272,13.716509670834265,10.558630474998868,15.715129410846943,2.824412995498631,3.235955560058976,2.1741633873277366,0.0193757454325244,0.3652370816579552,8.380535911051984,0.0597119827345973,0.1,0.2309470314694893,42.56716267225877,2000s
Angola,AGO,Africa,2009,30486202.877986424,77403594604.04109,2538.971314788859,21.590277974707806,56.81568143165567,43.18431856834433,0.1446341174656538,2.2121379143501563,38.12123657988789,15.124149298809082,12.585593078294886,15.474576191240365,3.2653458749227027,3.341004015096747,2.7172645303694507,0.0312269080071,0.4776067248921024,8.230480944993792,0.0258782942036301,0.1,0.222796538710053,40.4780086117037,2000s
Angola,AGO,Africa,2010,30852037.312522262,80290748682.77182,2602.4455976585805,22.85403470352076,58.890920805196814,41.10907919480319,0.2805811763271545,2.611628088289927,39.19909807840581,13.497589242621515,12.070350742003248,15.541139210178423,3.084743729647406,3.5517773484166484,2.7585621474140978,0.0641241194093546,0.5968623896246756,8.958575478306003,0.0900521549973263,0.1,0.2168301882945858,42.09130734302289,2010s
Angola,AGO,Africa,2011,31222261.76027253,83285593608.6392,2667.5067376000447,22.360360312884687,59.66706632678507,40.33293367321493,0.3337056095471441,2.975993584113395,39.45015699318717,13.22100688014868,12.728812926046237,14.383113867020018,2.9562647753925195,3.2161160848781583,2.846208433816978,0.0746177766790495,0.6654428882960862,8.821197247675325,0.2494276460612725,0.1,0.2246203353654655,42.75985618684771,2010s
Angola,AGO,Africa,2012,31596928.9013958,86392146250.24144,2734.1944060400456,23.601039300117083,58.042291657776,41.957708342224,0.589851448919583,3.5487095591844207,37.73261145477039,15.337155131512958,12.10584314179522,14.514710068915823,3.619728010108297,3.425622427662875,2.857104797505619,0.1392110722718208,0.8375323377101269,8.90528845840084,0.0777776436143692,0.1,0.211932831917959,41.8711724628744,2010s
Angola,AGO,Africa,2013,31976092.048212547,89614573305.37543,2802.5492661910466,24.937190560229467,55.755725363955975,44.244274636044025,0.6780882952100659,4.369039250426783,35.49601847282339,16.02948219949677,12.803127056091864,15.411665380455393,3.9973025219065703,3.843236364429075,3.192740191645925,0.1690961703431454,1.089515643530148,8.851709767862221,0.3119105889315023,0.1,0.2089369720561257,40.543146018460234,2010s
Angola,AGO,Africa,2014,32359805.152791098,92957196889.66592,2872.6129978458225,26.15735480223085,58.02315588228856,41.97684411771144,0.7395884371900548,3.9307908663988593,37.34694360508975,13.30981511136772,13.616896114287732,15.050132892055986,3.4814955622013923,3.936716658782332,3.561819829665428,0.1934567715920769,1.0281909134576337,9.768972546572392,0.1623161268561551,0.1,0.2071277275818989,42.017322908678665,2010s
Angola,AGO,Africa,2015,32748122.814624596,96424500333.65048,2944.428322791968,27.237389853776723,58.73388676185243,41.26611323814757,1.0763846532639372,4.882890790034934,36.94222792298749,17.22995077809529,11.782455979158248,12.253706480894031,4.69298886504365,3.3375898057386117,3.209233469392957,0.2931790843357214,1.3299720006159732,10.062098640054868,0.1635598979320358,0.1,0.2125244223273112,42.90150336628636,2010s
Angola,AGO,Africa,2016,33141100.28840009,100021134196.09564,3018.0390308617666,28.637328419438514,58.443807349564175,41.55619265043583,1.2756672575910966,5.815236255942501,35.9470326852214,13.97722356386471,12.713355696603632,14.865613389967482,4.002703415903086,4.257114528049015,3.640765423967777,0.365317022095607,1.665328304980514,10.29426980710976,0.4353002324311285,0.1,0.2086629827734936,43.037936198755,2010s
Angola,AGO,Africa,2017,33538793.491860893,103751922501.61,3093.4900066333107,29.500783854831766,56.03522014184952,43.964779858150486,1.3801448355939971,4.73990481981776,34.94061934050643,14.731592076980478,13.14403816618975,16.089149614980258,4.345935137005533,4.746425251995824,3.877594289204231,0.4071535448322083,1.3983090758191905,10.307756589182349,0.4043939400941312,0.1,0.2094852345892615,41.060668995918185,2010s
Angola,AGO,Africa,2018,33941259.01376322,107621869210.92,3170.827256799143,29.779056893305565,56.401105486066015,43.59889451393399,1.4769180571273073,6.850476916914055,33.651597358417256,15.555675687850268,12.050188545995704,15.993030280088012,4.632333513223033,4.762573586070996,3.588432502862651,0.439812268499444,2.0400074185506014,10.021128322869188,0.4953171304611999,0.1,0.1947034964442832,41.97899233245862,2010s
Angola,AGO,Africa,2019,34348554.12192838,111636164932.48732,3250.0979382191213,30.90938060810913,55.53520482062793,44.46479517937207,2.1343724335816736,7.023138351887719,32.46438582461098,14.557447818363032,14.10004819397448,15.807299167034556,4.4996169530047085,4.885938263401176,4.358237562202389,0.6597212990903207,2.1708085638190577,10.034540576614036,0.184958955505227,0.1,0.1945916008540619,41.62189661008037,2010s
Angola,AGO,Africa,2020,34760736.771391526,115800193884.46912,3331.350386674599,33.339415627820195,55.09782463132282,44.90217536867718,2.065667927064144,6.965819836776619,32.24643580723745,15.34679373889482,14.37687137777402,15.178510252008335,5.116531350154431,5.060426619028357,4.793164902913201,0.6886816156944926,2.3223636272681034,10.75077325893313,0.4831381800791734,0.1,0.199195981576828,41.27792357107821,2020s
Angola,AGO,Africa,2021,35177865.61264822,120119541116.3598,3414.634146341464,34.67481595937413,56.61890710954402,43.38109289045598,2.88021346967507,7.146762982597425,32.61435146009006,16.17420809451366,14.290881021598066,12.916003774344256,5.608376889658805,4.478600538059687,4.955336693212255,0.9987087198469344,2.4781269112683346,11.30896634512968,0.602700878844313,0.1,0.1918390322797802,42.641327912362556,2020s
Angola,AGO,Africa,2022,35600000.0,124600000000.0,3500.0,35.64341236487851,52.50281649785086,47.49718350214914,2.9641333264232106,6.90556452987693,29.843183049085503,17.899594135800417,13.980042697078144,15.61754666927058,6.380026149462953,5.566626560605462,4.982964267305646,1.0565182645818154,2.461378841506818,10.63712879699107,0.1493119474766275,0.1,0.1844321026420853,39.712880905385646,2020s
Argentina,ARG,South America,1990,38873251.3511611,176395366861.31934,4537.705510348329,29.440743364586435,25.67644866240593,74.32355133759407,0.0,0.0,17.973514063684153,26.759231499247456,23.91265648878417,23.65166334956244,7.878116672029018,6.963225508200626,7.0400638285180746,0.0,0.0,5.291536149087103,0.0119353984633545,0.1,0.1747687768179464,17.973514063684153,1990s
Argentina,ARG,South America,1991,39067617.6079169,181709277288.0165,4651.148148107037,31.211523361756857,25.47062963470104,74.52937036529896,0.0,0.0,17.82944074429073,27.39783558945055,21.55749508655803,25.574039689290377,8.551281855617093,7.982047372167837,6.728422615150647,0.0,0.0,5.564840063174896,0.0081982520073255,0.1,0.1656897254045282,17.82944074429073,1990s
Argentina,ARG,South America,1992,39262955.69595648,187183269266.31805,4767.426851809713,31.209905132541905,25.387301415293223,74.61269858470678,0.0,0.0,17.771110990705253,24.9466941621121,21.91531317756478,27.750691245029905,7.785839581700555,8.660964411198444,6.839748452217422,0.0,0.0,5.546346881197837,0.069822766271999,0.1,0.1688420856945087,17.771110990705253,1990s
Argentina,ARG,South America,1993,39459270.47443626,192822165252.96585,4886.612523104956,32.944598932690084,26.593815065866558,73.40618493413345,0.0,0.0,18.615670546106585,25.25831025347142,18.594267530206253,29.553607150455772,8.321249010180697,9.736317345860474,6.125806862297868,0.0,0.0,6.132858000045733,0.0164962411217312,0.1,0.161586483369389,18.615670546106585,1990s
Argentina,ARG,South America,1994,39656566.82680844,198630932981.2114,5008.7778361825785,34.15894001248679,28.025322784991804,71.9746772150082,0.0,0.0,19.61772594949426,24.15225963875332,20.33871473994379,27.48370283631109,8.250155881661804,9.388141565065634,6.947489367328208,0.0,0.0,6.701207238901799,0.1423045885517513,0.1,0.1664434031034453,19.61772594949426,1990s
Argentina,ARG,South America,1995,39854849.66094247,204614689837.27032,5133.997282087143,34.05063939038825,27.873041030425902,72.1269589695741,0.0,0.0,19.51112872129813,24.72915733923898,22.635147919506128,24.762653710829,8.420436189865994,8.431841918564976,7.707412593552,0.0,0.0,6.6436640818836965,0.4272245944660147,0.1,0.1633077068721477,19.51112872129813,1990s
Argentina,ARG,South America,1996,40054123.90924718,210778707368.6181,5262.347214139321,35.38804229113117,26.76177556239481,73.2382244376052,0.0,0.0,18.73324289367637,26.613253970219063,20.918971490739803,25.70599897664633,9.417909570027268,9.09684978921335,7.402814478012674,0.0,0.0,6.629327917714517,0.1541238550928021,0.1,0.1563462124630807,18.73324289367637,1990s
