country,iso_code,continent,year,population,gdp,gdp_per_capita,electricity_generation,renewables_share_energy,fossil_share_energy,solar_share_energy,wind_share_energy,hydro_share_energy,coal_share_energy,oil_share_energy,gas_share_energy,coal_electricity,gas_electricity,oil_electricity,solar_electricity,wind_electricity,hydro_electricity,nuclear_electricity,co2_per_capita,energy_per_gdp
Iceland,ISL,Europe,2012,359080.9734498914,7012837063.729337,19529.960043143183,0.8441277655369616,94.68477697983167,5.315223020168332,0.8336200958175664,5.215793343969812,62.044754478031,1.7279004683843893,1.6129768109252651,1.9743457408586782,0.014585687614475838,0.01666600058628453,0.01361558511269278,0.0070368186878919,0.04402795980947794,0.523736999608297,0.010382893521253074,0.1,0.09369614752894588
Iceland,ISL,Europe,2013,360158.216370241,7209722464.293536,20018.20904422176,0.8547171367058161,96.03594346376342,3.9640565362365834,1.2103325128532059,7.135700286581937,61.38293746502979,1.4719492138359354,1.1131857146120876,1.3789216077885607,0.012581002174262277,0.01178587928350819,0.009514589066150611,0.010344919398478473,0.06099005317338184,0.5246504855270243,0.013848356022144362,0.1,0.09951984779472993
Iceland,ISL,Europe,2014,361238.6910193517,7412135422.478577,20518.664270327303,0.902957649042523,95.94724485694884,4.052755143051158,1.432174795864225,7.075699023012252,61.20755972665065,1.5105076898381873,1.2931532539848865,1.2490941992280844,0.01363924472476942,0.011278791615676438,0.011676626220698816,0.012931931866915158,0.0638905655515162,0.5526783423440628,0.006782709998724262,0.1,0.08963878565387924
Iceland,ISL,Europe,2015,362322.4070924097,7620231124.46466,21031.630877085485,0.9158944534768283,95.39509124148603,4.604908758513972,1.7094048646953337,7.722065563393185,60.17453456937825,1.562476602623961,1.2167553631470651,1.8256767927429458,0.014310636540306041,0.01672127248314629,0.011144194883445811,0.015656344343207642,0.07072597018896237,0.551135224526432,0.0006841399784562233,0.1,0.09196011107454125
Iceland,ISL,Europe,2016,363409.3743136869,7834169113.284004,21557.421649012616,0.9441701492664202,95.91460184682501,4.085398153174992,2.144357323231341,8.271504254043796,59.849118188684905,1.3418290231043195,1.1671734368970998,1.576395693173573,0.0126691490903442,0.014883857569266343,0.011020103181349354,0.02024638173955877,0.0780970740619836,0.5650775085367425,0.0009759267678021968,0.1,0.09207390283477726
Iceland,ISL,Europe,2017,364499.6024366279,8054113411.139451,22096.357190237934,0.9543434364575806,98.22697141824574,1.7730285817542608,2.555360485541253,11.057216558973598,59.23007606161162,0.6499485189315704,0.5324455638298021,0.5906344989928883,0.0062027410307766975,0.005636681574592744,0.005081359291119274,0.024386915071593507,0.10552382048546528,0.5652583433028231,0.005169339627459817,0.1,0.08739898175454999
Iceland,ISL,Europe,2018,365593.10124393774,8280232645.15719,22648.76611999388,0.9806445941238411,97.30293546392524,2.6970645360747625,2.749850467446009,10.288674215132247,58.985087546942886,0.9906725402485418,0.7443738233774669,0.9620181724487537,0.009714976711416658,0.009433979202607674,0.007299661659024078,0.02696625995549846,0.10089532749770791,0.5784340723683105,0.010771923193854489,0.1,0.08858835104608431
Iceland,ISL,Europe,2019,366689.88054766954,8512700176.669976,23214.985272993723,0.9953746461456635,97.47503530728152,2.524964692718484,3.914800288042089,10.87742353049597,57.877968042120415,0.9671297011744004,0.6904853405621363,0.8673496509819474,0.009626563840834301,0.008633378519307207,0.006872916015308044,0.03896692951440836,0.1082711159764394,0.5761026195955563,0.015086816080726777,0.1,0.08651997642704358
Iceland,ISL,Europe,2020,367789.95018931245,8751694234.129982,23795.359904818564,1.023994787585887,95.88233156536015,4.117668434639853,3.35009678269099,12.151531720737806,56.26649214335193,1.436281838529621,0.9683712461033258,1.7130153500069063,0.014707451161586066,0.01754118789461686,0.009916071084578558,0.03430481643383824,0.12443105143220076,0.5761659467053465,0.008161335417024174,0.1,0.08622308319601406
Iceland,ISL,Europe,2021,368893.3200398804,8997398049.753181,24390.243902439026,1.0993324295251885,97.44374541655408,2.55625458344592,5.329207226465019,14.183428075066933,54.55177708051549,0.8708819500886974,0.7698676480276612,0.9155049853295616,0.009573887700206417,0.01006444319764769,0.008463404719190914,0.058585703277129815,0.15592302444759099,0.5997053763283959,0.0035823819915344556,0.1,0.08180604085142502
Iceland,ISL,Europe,2022,370000.0,9250000000.0,25000.0,1.0825204959260437,98.10470312748502,1.895296872514976,5.230025822651695,17.049641102669835,53.07752534151444,0.6487482322788497,0.5728920431431106,0.6736565970930155,0.007022832581376446,0.007292470735689822,0.0062016737865536456,0.05661610147242928,0.18456585941823206,0.5745750905522337,0.00992136292548839,0.1,0.08171582698232406
Iceland,ISL,Europe,2023,371109.99999999994,9509693749.999998,25624.999999999996,1.1305611644462923,98.65899071015515,1.3410092898448482,5.645174996864214,17.219229450838174,53.05621038371694,0.4664433179158524,0.3892565697902316,0.48530940213876417,0.005273427006511382,0.005486719627987352,0.004400783608104137,0.06382215617957901,0.19467392098807498,0.5998329099252249,0.0005262069352882915,0.1,0.0817661601720098
Norway,NOR,Europe,1990,4906410.749379967,211506547388.19067,43108.20234830913,29.983794377322305,56.53552322894757,43.46447677105243,0.0,0.0,39.57486626026329,14.610227809715429,13.821355789095934,15.032893172241069,4.3807006645234345,4.5074317777272865,4.144166899960657,0.0,0.0,11.866046524577646,0.16912933262548077,0.23029479229802877,0.13801164171780306
Norway,NOR,Europe,1991,4921129.981628107,217444593706.11407,44185.90740701685,30.17464491845055,54.718492582102336,45.281507417897664,0.0,0.0,38.30294480747163,14.743142511642123,12.978402059365001,17.559962846890542,4.448690902709143,5.298656436861062,3.9161867375022625,0.0,0.0,11.557777588964656,0.45536126602504867,0.2504650663582128,0.138658222649006
Norway,NOR,Europe,1992,4935893.371572991,223549350674.4132,45290.55509219227,31.669440600857914,59.82292945694245,40.17707054305755,0.0,0.0,41.87605061985971,13.812662502733724,12.313602251149542,14.050805789174289,4.374392946700231,4.449811593344457,3.899648950753707,0.0,0.0,13.261910977041664,0.40019862120446237,0.19839896895280396,0.13597405348364852
Norway,NOR,Europe,1993,4950701.051687709,229825498694.5973,46422.81896949707,32.16989594750234,62.00738438266787,37.99261561733213,0.0,0.0,43.40516906786751,12.38813024144053,11.98338639596322,13.621098979928378,3.9852486085124887,4.381893368749262,3.8550429345685187,0.0,0.0,13.96339772497045,0.3535657392900366,0.2195648293894071,0.1354005921518402
Norway,NOR,Europe,1994,4965553.154842772,236277849570.44806,47583.38944373449,33.24011703270029,60.361754204811234,39.638245795188766,0.0,0.0,42.25322794336786,13.618602608585368,12.21883130817947,13.800811878423927,4.526839445312151,4.587406019850916,4.06155382686708,0.0,0.0,14.045022418469097,0.055914401570182945,0.2210917798409658,0.13494787549159384
Norway,NOR,Europe,1995,4980449.814307299,242911350197.13837,48772.974179827856,34.93267119510207,63.83866380392179,36.16133619607821,0.0,0.0,44.68706466274525,13.287513065282946,11.683260765235595,11.190562365559671,4.641683249101519,3.9091623560437956,4.081275067986116,0.0,0.0,15.610385365379445,0.05833806161979929,0.21908816515412013,0.13692444753708582
Norway,NOR,Europe,1996,4995391.163750221,249731086353.92297,49992.29853432355,34.760508390196904,65.68648943480304,34.313510565196964,0.0,0.0,45.98054260436212,11.899967649065294,10.28100291254351,12.132540003588158,4.136489253084059,4.217332585891257,3.5737288800110747,0.0,0.0,15.983070369847358,0.039142609734681526,0.2184378689869765,0.13362891168305333
Norway,NOR,Europe,1997,5010377.337241471,256742286603.3093,51242.10599768163,36.27293384288006,66.5390297257006,33.4609702742994,0.0,0.0,46.57732080799042,11.770815136332025,9.070860835947437,12.619294302019936,4.269619987169428,4.5773882736100235,3.2902673500029307,0.0,0.0,16.894960762468372,0.6987781489820044,0.2063000578218693,0.1302327906116358
Norway,NOR,Europe,1998,5025408.469253195,263950326299.69717,52523.15864762366,37.662005255111524,67.34651414782326,32.65348585217674,0.0,0.0,47.142559903476275,10.923890767447485,9.812052608220998,11.91754247650826,4.114156314898715,4.488385473782689,3.6954157689425,0.0,0.0,17.754833388241334,0.3423785593989573,0.21594751614273847,0.1334782421476681
Norway,NOR,Europe,1999,5040484.694660954,271360731710.56113,53836.23761381426,36.96091578818378,68.43360209655573,31.56639790344427,0.0,0.0,47.90352146758901,11.664610513470826,8.552694888655642,11.3490925013178,4.311346868903584,4.194728522135153,3.161154355416311,0.0,0.0,17.705580229210113,0.261204438872761,0.19684310057565654,0.1277832033679414
Norway,NOR,Europe,2000,5055606.148744937,278979184253.3351,55182.14355415961,39.441344381186205,70.51263396366573,29.487366036334265,0.0,0.0,49.35884377456601,11.427044838370097,9.406719723025276,8.653601474938892,4.506980107294113,3.4130967591060575,3.7101367209313647,0.0,0.0,19.46779155569827,0.7185638557961197,0.20885384343519936,0.1297211797360827
Norway,NOR,Europe,2001,5070772.967191171,286811524851.2474,56561.69714301359,39.27236544198674,71.23218261186182,28.767817388138184,0.0,0.10660559154253062,49.7879039142235,9.992616760970584,8.587992593704682,10.187208033462918,3.924336971585587,4.000757567236988,3.3727078355304583,0.0,0.04186653749217434,19.552887571099074,0.2991696983024971,0.19370280821602806,0.12768463824943788
Norway,NOR,Europe,2002,5085985.286092743,294863758411.44604,57975.73957158892,41.79516261914169,67.9719948754448,32.02800512455519,0.0,0.26689020884386705,47.393573266620656,10.82586606746044,9.61176044219547,11.590378614899285,4.5246883278255705,4.844217590271379,4.017250907377929,0.0,0.11154719680086111,19.808221017806165,0.37661130804771875,0.20592249037636817,0.12451945181977893
Norway,NOR,Europe,2003,5101243.241951021,303142058428.8474,59425.13306087865,44.177715805492625,72.13612476662024,27.86387523337976,0.0,0.5580727903578387,50.10463638338368,10.611327714612482,7.897796380864206,9.354751137903069,4.687842200950978,4.132715372013905,3.4890660400346714,0.0,0.24654381131206865,22.135083866826697,0.682385248429044,0.21357693412883302,0.12196447502071504
Norway,NOR,Europe,2004,5116546.971676874,311652771719.23724,60910.761387400606,44.825693932121865,73.81839461459572,26.181605385404282,0.0,0.9138455983117197,51.03318431139879,10.082714709966119,7.724115993809439,8.374774681628725,4.519646835938442,3.754050866291726,3.462388594347092,0.0,0.40963763091137934,22.875979003243256,0.6312172837723028,0.1912906712634537,0.11957572079819245
Norway,NOR,Europe,2005,5131896.612591904,320402423285.25476,62433.53042208562,42.9087973784473,68.31278125344255,31.68721874655745,0.0,1.1324527915889442,47.02622992329752,12.00586814620843,10.067703421104701,9.61364717924432,5.151573636380122,4.1251003888207585,4.319930461624823,0.0,0.4859218737494701,20.178389712510484,0.6725121667743897,0.26319384729285183,0.11571535852944856
Norway,NOR,Europe,2006,5147292.302429679,329397721318.9882,63994.36868263775,46.03348435842811,68.53583543187636,31.464164568123635,0.011818643467887548,1.1614889306004497,47.15376950046561,10.977502360053997,9.680935340244224,10.805726867825415,5.053326831861534,4.974252587514877,4.4564718556008645,0.005440533392168401,0.5346738251928319,21.706523107406085,0.58315296639608,0.24057561290401566,0.11742288580401597
Norway,NOR,Europe,2007,5162734.179336968,338645562345.0188,65594.22789970369,47.10755915014575,69.6208494154566,30.379150584543396,0.04677994801044327,2.259509473251805,47.12019199593605,10.929004701689232,9.567833294851193,9.882312588002973,5.148387354370465,4.655316247795799,4.507172728759365,0.022036891679426997,1.0643997616152405,22.197172316147817,0.1623513705075255,0.2354572415501835,0.11435736353782233
Norway,NOR,Europe,2008,5178222.381874978,348153036507.8551,67234.08359719628,48.77580102665135,71.29399991461362,28.70600008538638,0.09771360614130976,2.8057432420783757,47.873380146475746,9.452746705969908,8.293938885484508,10.959314493931963,4.610652924857222,5.345493431445217,4.045435128055988,0.04766059410745102,1.3685237410748652,23.35062464497742,0.0383496222164267,0.2334056439647677,0.1175658421266341
Norway,NOR,Europe,2009,5193757.049020602,357927433007.8131,68914.93568712618,48.879088797646276,72.91339503326441,27.086604966735592,0.21353289513809384,2.7051112084288276,48.996325650788236,9.144240796597176,7.727043377967907,10.215320792170512,4.46962157883933,4.9931557209694475,3.77690839414958,0.1043729334267338,1.322233709643009,23.94895752243272,0.4736608403530517,0.20430155808335515,0.1165000708385642
Norway,NOR,Europe,2010,5209338.3201676635,367976245689.5073,70637.80907930432,52.67020992002903,74.28563338843374,25.714366611566263,0.3313052546526176,4.466143266838389,48.64172940685991,8.871952233635287,8.010825925879223,8.831588452051752,4.67287586546041,4.651616176968701,4.219318831488696,0.17449917310162047,2.352327033973022,25.619700987325604,0.11289544669635473,0.23469842426875528,0.10649688659262582
Norway,NOR,Europe,2011,5224966.335128166,378307178787.2401,72403.75430628692,52.269853453777195,70.78424122953118,29.215758770468824,0.4387637468321517,3.355513758200737,46.892974607148794,9.696978020173917,8.65551613166685,10.863264618628058,5.068596200589892,5.678212496452915,4.524225597690307,0.22934116747746766,1.753922124032857,24.510889107273627,0.34236477209679317,0.2715901710332947,0.1125501871423722
Norway,NOR,Europe,2012,5240641.23413355,388928152831.69183,74213.84816394409,55.036813802368485,72.16985921984326,27.83014078015674,0.5591254636569989,5.025221431471795,46.60985862730013,10.564290347696405,8.392105651922135,8.873744780538198,5.814248808203256,4.8838263921622005,4.618747561746427,0.30772484035453196,2.7657217623958483,25.652581106254356,0.4751433214371547,0.2479578546117544,0.10774021010122568
Norway,NOR,Europe,2013,5256363.15783595,399847310722.4415,76069.19436804269,56.121218384543305,74.4572342675292,25.542765732470798,0.9020432265925019,5.0872151622695,47.92758311506704,8.270926706235366,6.685166271804251,10.586672754431182,4.6417448392318645,5.94136973617127,3.7517967627690956,0.5062376491189589,2.855007130908865,26.897543586440275,0.2662691317136064,0.21875980647492838,0.10674975767260332
Norway,NOR,Europe,2014,5272132.2473094575,411073023970.97406,77970.92422724376,57.49239906754082,71.65686365909625,28.343136340903754,0.9207448780057911,5.603983504698993,45.59249469347402,9.430333555669966,8.530446004597584,10.382356780636202,5.4217250012259885,5.9690659929392496,4.904358059204335,0.5293583196570313,3.221864560200706,26.21221899401946,0.1288277054906966,0.2673403410986668,0.10621931400444888
Norway,NOR,Europe,2015,5287948.644051384,422613899118.959,79920.19733292484,59.411488676097115,73.08325930441235,26.91674069558765,1.1970759320355147,6.497869283441056,45.771819862255036,9.56813548386477,7.685266836229545,9.663338375493332,5.684571729509948,5.741133184689168,4.565931436134362,0.7112006318055637,3.8604808735191756,27.19371957430722,0.6615622462713632,0.23631674580596523,0.10614105640399787
Norway,NOR,Europe,2016,5303812.489983539,434478784336.7237,81918.20226624794,60.885527096818265,71.91515527067213,28.08484472932787,1.233767029744866,5.601580597849866,45.55586535015418,10.150199155468755,7.996733120803674,9.937912453055441,6.180002257183947,6.050750379463148,4.868853111127162,0.7511855592069202,3.4105518727539947,27.736928741958163,0.13983801208742694,0.25568054400524237,0.10525290964380694
Norway,NOR,Europe,2017,5319723.927453488,446676776206.9772,83966.15732290415,62.02514032298385,71.38219649802427,28.61780350197573,1.4918819692011067,7.165073056324823,43.90766903074884,10.169475365615327,10.178652956565637,8.269675179794765,6.307631365634181,5.129277634522671,6.31332377929938,0.9253418848502811,4.444146617429779,27.233793328873293,0.16674178397216838,0.3095613301813385,0.10102083301869469
Norway,NOR,Europe,2018,5335683.0992358485,459217226698.988,86065.31125597675,63.265757256135466,74.52626544082499,25.473734559175014,2.493180921002654,6.228385333978375,46.06328943009077,8.34025004480668,7.912042187683621,9.221442326684713,5.276522347902123,5.834015317914881,5.00561340446295,1.5773297894378215,3.940435146371501,29.14228887503233,0.4414283013095582,0.2622619310363186,0.10098021814099764
Norway,NOR,Europe,2019,5351690.148533556,472109750338.5619,88216.94403737615,66.8730808113077,74.18661157361358,25.813388426386425,2.544281151020499,8.400290810293761,44.26942772860952,9.850458252474304,7.6821413612190526,8.280788812693068,6.58730490746127,5.537618594525963,5.13728460052691,1.7014391901888082,5.617533261952601,29.604330179656504,0.21888354185018027,0.28429891444268435,0.09856308285212932
Norway,NOR,Europe,2020,5367745.218979155,485364231579.3169,90422.36763831055,67.39640988951584,74.07102592170826,25.928974078291745,2.7893824634226316,10.787372675601777,42.345989547878695,10.151401197604981,8.230439620572321,7.5471332601144425,6.841679960667072,5.086496866894709,5.547020822390034,1.879943638434591,7.270301904758205,28.53967668745986,0.59192232589587,0.28093255879088985,0.09362855338105326
Norway,NOR,Europe,2021,5383848.454636092,498990832380.9061,92682.9268292683,71.00873767688168,75.3955713791893,24.604428620810694,3.3446801736775824,10.294811051503455,43.22925610780578,8.196451181043479,6.603704666633129,9.804272773134088,5.820196517960834,6.961890334600717,4.689207323685512,2.375015170657385,7.310215373892714,30.69654906925916,0.7719400505672344,0.2708421164420906,0.09808931155458964
Norway,NOR,Europe,2022,5400000.0,513000000000.0,95000.0,75.08162322095023,71.78212063133024,28.217879368669756,3.4400547959047083,11.44865445839193,39.82538796392352,10.521744051407243,8.656396826469036,9.039738490793477,7.89989622495033,6.787182393816771,6.499363249759775,2.5828489804554016,8.59583560431835,29.901547737354722,1.3422981224126793,0.31933884995314965,0.09596887434372539
Norway,NOR,Europe,2023,5416199.999999999,527402474999.9998,97374.99999999999,75.06075792423184,72.36291434405979,27.63708565594021,4.2194078848976435,11.199629314636343,39.860714001168056,9.221389204421477,9.12563927844862,9.290057173070114,6.921644627982054,6.973187325700893,6.849774007834935,3.1671195383189708,8.406526648270491,29.91975404328714,1.2328839147898614,0.3183178314589523,0.0919638392691924
Denmark,DNK,Europe,1990,5360708.040989224,165412138035.36472,30856.39747036864,16.989691716789693,13.733560109885833,86.26643989011417,0.0,0.0,9.613492076920082,30.84422136761524,27.185986226940987,28.236232295557944,5.240338122802004,4.797248819451904,4.618815250126179,0.0,0.0,1.6333026670867248,0.23579940277683564,0.29631228406776866,0.1005619286418364
Denmark,DNK,Europe,1991,5376790.165112191,170056083810.70755,31627.807407127853,16.214942937902055,13.172421895729423,86.82757810427057,0.0,0.0,9.220695327010596,29.498950077422023,26.344519061992234,30.984108964856315,4.783237922334195,5.024055588468847,4.2717487331667705,0.0,0.0,1.4951304857525693,0.3072029059566176,0.33224775762537945,0.09677153168634922
Denmark,DNK,Europe,1992,5392920.535607527,174830408363.69315,32418.50259230605,17.561324307150972,18.788627969425242,81.21137203057475,0.0,0.0,13.15203957859767,28.633864800373576,24.541093636429746,28.03641359377143,5.028485859264751,4.923565515296362,4.309741042015017,0.0,0.0,2.309672323402389,0.2484009403944829,0.32066754148381815,0.09576608132081285
Denmark,DNK,Europe,1993,5409099.297214349,179738772078.50375,33228.96515711369,18.254655507899827,13.467832263300455,86.53216773669955,0.0,0.0,9.427482584310317,33.55168524161793,26.277886822030734,26.702595673050883,6.124744557952221,4.874466851782804,4.796937714117516,0.0,0.0,1.7209544688331002,0.041342430344215114,0.3551351973216804,0.09912273154583363
Denmark,DNK,Europe,1994,5425326.595105991,184784938104.6077,34059.68928604153,17.866908635095346,13.30130305542777,86.69869694457223,0.0,0.0,9.310912138799438,32.996744322768066,25.735627505096698,27.96632511670747,5.895498160704981,4.996717757195846,4.598161053004095,0.0,0.0,1.6635721649332975,0.1920319627718769,0.3570533788934691,0.09720602882588289
Denmark,DNK,Europe,1995,5441602.574891309,189972775241.8946,34911.18151819257,18.94065170580664,18.105188319863572,81.89481168013643,0.0,0.0,12.6736318239045,27.322608250653072,22.107070341673825,32.46513308780953,5.175080065698187,6.14910778398859,4.187223195774117,0.0,0.0,2.400468462242021,0.06681768953702383,0.2906093286971393,0.09489683975361615
Denmark,DNK,Europe,1996,5457927.382615982,195306260906.8107,35783.96105614738,19.09840321501538,16.213598204686985,83.78640179531301,0.0,0.0,11.349518743280889,30.491893152653777,28.234268104053573,25.060240538605665,5.8234647021854835,4.786105784715652,5.39229436732063,0.0,0.0,2.1675768525555306,0.032600847504673354,0.3675726108640119,0.09429752124419234
